customerid,category,country,industry,month,billedamount
685,Individual,Ukraine,Support,2017-11,8102
133,Company,Brazil,Sales,2017-11,16104
865,Individual,Japan,Training,2017-11,13400
430,Company,Portugal,Services,2017-11,9300
914,Company,Finland,Training,2017-11,6368
813,Company,Serbia,Human Resources,2017-11,2339
315,Company,Colombia,Legal,2017-11,10311
388,Individual,Serbia,Research and Development,2017-11,18727
160,Company,Canada,Sales,2017-11,12640
468,Company,Sweden,Marketing,2017-11,19167
122,Individual,Indonesia,Services,2017-11,15185
475,Company,Portugal,Accounting,2017-11,13012
256,Company,Indonesia,Research and Development,2017-11,8157
648,Individual,Russia,Marketing,2017-11,12856
45,Individual,Colombia,Accounting,2017-11,12580
629,Company,France,Training,2017-11,9738
332,Company,Pakistan,Support,2017-11,7655
604,Individual,Sweden,Human Resources,2017-11,11664
153,Company,Poland,Research and Development,2017-11,2398
447,Individual,France,Support,2017-11,6968
392,Company,Brazil,Research and Development,2017-11,12807
382,Company,El Salvador,Human Resources,2017-11,14683
60,Individual,Philippines,Research and Development,2017-11,17665
787,Company,Japan,Research and Development,2017-11,4570
208,Individual,China,Sales,2017-11,16752
809,Company,Philippines,Services,2017-11,7087
597,Individual,South Africa,Accounting,2017-11,1256
328,Individual,Indonesia,Business Development,2017-11,1064
684,Individual,Mexico,Training,2017-11,13883
444,Company,Bolivia,Marketing,2017-11,1500
720,Company,China,Research and Development,2017-11,947
42,Individual,Poland,Marketing,2017-11,6170
193,Individual,China,Product Management,2017-11,5003
818,Individual,Portugal,Human Resources,2017-11,2626
754,Individual,Brazil,Sales,2017-11,15788
232,Company,Brazil,Human Resources,2017-11,15969
991,Company,Poland,Marketing,2017-11,19553
207,Individual,China,Support,2017-11,12758
953,Company,Vietnam,Business Development,2017-11,1521
393,Company,China,Marketing,2017-11,2775
411,Individual,Poland,Product Management,2017-11,13610
931,Individual,Bosnia and Herzegovina,Research and Development,2017-11,19071
64,Individual,France,Business Development,2017-11,8485
796,Company,Venezuela,Training,2017-11,2883
179,Individual,Philippines,Research and Development,2017-11,10445
43,Individual,Portugal,Marketing,2017-11,17540
355,Individual,Indonesia,Support,2017-11,13903
669,Individual,Pakistan,Engineering,2017-11,11150
944,Company,Greece,Legal,2017-11,4994
782,Individual,China,Marketing,2017-11,7298
80,Company,China,Legal,2017-11,18262
605,Individual,Philippines,Engineering,2017-11,16441
477,Individual,United States,Engineering,2017-11,15994
864,Individual,Liechtenstein,Training,2017-11,16957
563,Individual,China,Sales,2017-11,18857
23,Company,Croatia,Research and Development,2017-11,2698
774,Individual,Albania,Accounting,2017-11,13678
381,Company,Philippines,Research and Development,2017-11,4975
95,Individual,Sri Lanka,Services,2017-11,15109
223,Individual,Portugal,Human Resources,2017-11,4116
313,Company,Russia,Legal,2017-11,13352
175,Company,Indonesia,Training,2017-11,11727
564,Individual,Russia,Marketing,2017-11,1418
354,Company,Ukraine,Research and Development,2017-11,15774
982,Company,Poland,Research and Development,2017-11,3712
113,Individual,Portugal,Product Management,2017-11,6783
462,Company,Indonesia,Accounting,2017-11,12883
52,Individual,Moldova,Legal,2017-11,7419
968,Individual,Thailand,Services,2017-11,18317
846,Company,France,Research and Development,2017-11,6646
257,Company,Guatemala,Business Development,2017-11,14559
770,Individual,China,Product Management,2017-11,9870
677,Individual,Dominican Republic,Human Resources,2017-11,6830
849,Company,Portugal,Legal,2017-11,206
476,Company,China,Research and Development,2017-11,4160
293,Company,South Africa,Legal,2017-11,5157
686,Individual,Indonesia,Human Resources,2017-11,12927
273,Company,China,Engineering,2017-11,7524
765,Company,Austria,Accounting,2017-11,1232
54,Individual,China,Services,2017-11,18479
270,Company,Indonesia,Business Development,2017-11,8793
901,Individual,Portugal,Sales,2017-11,16895
495,Individual,Palestinian Territory,Business Development,2017-11,3109
983,Individual,China,Marketing,2017-11,19656
997,Company,Mongolia,Sales,2017-11,6985
110,Individual,Indonesia,Training,2017-11,7396
246,Individual,China,Research and Development,2017-11,14700
576,Individual,China,Engineering,2017-11,223
287,Individual,Portugal,Research and Development,2017-11,3817
877,Individual,Brazil,Engineering,2017-11,15483
121,Company,Vietnam,Marketing,2017-11,9641
964,Individual,Brazil,Training,2017-11,4248
435,Individual,China,Product Management,2017-11,3761
91,Company,Indonesia,Business Development,2017-11,6614
663,Company,Cuba,Research and Development,2017-11,7904
85,Company,China,Legal,2017-11,6036
310,Company,Indonesia,Product Management,2017-11,704
539,Company,Bosnia and Herzegovina,Business Development,2017-11,14993
38,Individual,Philippines,Sales,2017-11,15981
169,Individual,Argentina,Human Resources,2017-11,19433
7,Individual,China,Legal,2017-11,4837
827,Individual,Argentina,Marketing,2017-11,10461
400,Individual,Russia,Research and Development,2017-11,14415
634,Company,Mexico,Business Development,2017-11,607
201,Individual,China,Research and Development,2017-11,18687
277,Individual,Bulgaria,Legal,2017-11,13751
338,Individual,Niger,Sales,2017-11,19141
701,Company,Jordan,Product Management,2017-11,2684
105,Individual,Indonesia,Product Management,2017-11,2420
301,Company,China,Training,2017-11,17852
247,Individual,Brazil,Human Resources,2017-11,5897
389,Company,Ukraine,Product Management,2017-11,388
454,Individual,Peru,Product Management,2017-11,2689
904,Individual,China,Sales,2017-11,13160
994,Individual,Philippines,Human Resources,2017-11,7554
544,Individual,South Korea,Services,2017-11,12302
337,Company,China,Legal,2017-11,3629
428,Individual,Sweden,Research and Development,2017-11,10427
986,Company,Peru,Product Management,2017-11,17922
24,Individual,Denmark,Product Management,2017-11,17144
164,Individual,Thailand,Training,2017-11,18113
895,Individual,Brazil,Human Resources,2017-11,16876
981,Individual,Philippines,Human Resources,2017-11,17488
930,Company,Indonesia,Marketing,2017-11,14610
489,Individual,Indonesia,Training,2017-11,19250
318,Company,Colombia,Human Resources,2017-11,15755
835,Company,Portugal,Human Resources,2017-11,12327
196,Individual,China,Human Resources,2017-11,15818
845,Individual,Brazil,Business Development,2017-11,5386
198,Company,China,Services,2017-11,16665
792,Individual,Indonesia,Engineering,2017-11,8414
740,Company,Russia,Engineering,2017-11,15972
575,Individual,Guinea,Training,2017-11,372
363,Individual,China,Product Management,2017-11,9644
124,Company,Indonesia,Product Management,2017-11,2958
708,Individual,China,Support,2017-11,6581
390,Individual,Azerbaijan,Legal,2017-11,737
829,Company,Canada,Accounting,2017-11,7891
10,Company,New Zealand,Engineering,2017-11,18297
746,Individual,Portugal,Product Management,2017-11,16034
547,Company,Indonesia,Services,2017-11,2865
744,Company,China,Product Management,2017-11,14038
264,Individual,Brazil,Product Management,2017-11,1681
146,Individual,Cameroon,Support,2017-11,19359
128,Company,Indonesia,Legal,2017-11,15344
730,Individual,China,Marketing,2017-11,17777
219,Company,Mongolia,Product Management,2017-11,11512
591,Individual,China,Support,2017-11,19990
283,Company,China,Accounting,2017-11,14328
790,Individual,Ethiopia,Accounting,2017-11,504
438,Individual,China,Research and Development,2017-11,1753
492,Individual,Colombia,Research and Development,2017-11,17003
158,Company,Brunei,Research and Development,2017-11,692
40,Individual,Portugal,Human Resources,2017-11,17974
641,Individual,Vietnam,Engineering,2017-11,4891
184,Company,China,Marketing,2017-11,10190
733,Company,Costa Rica,Legal,2017-11,12145
371,Company,Indonesia,Research and Development,2017-11,11556
804,Company,China,Human Resources,2017-11,12230
455,Individual,Guatemala,Marketing,2017-11,756
533,Company,China,Business Development,2017-11,80
488,Individual,Russia,Research and Development,2017-11,6120
418,Individual,Philippines,Accounting,2017-11,9148
267,Company,Russia,Sales,2017-11,14040
789,Company,Poland,Accounting,2017-11,861
6,Company,Canada,Training,2017-11,16953
217,Individual,Brazil,Research and Development,2017-11,18978
500,Individual,China,Accounting,2017-11,6515
926,Company,Russia,Sales,2017-11,16784
812,Company,China,Human Resources,2017-11,11798
346,Company,Indonesia,Sales,2017-11,13719
11,Individual,Myanmar,Training,2017-11,18894
303,Individual,Tanzania,Marketing,2017-11,19969
780,Individual,Indonesia,Business Development,2017-11,6742
858,Individual,Tanzania,Accounting,2017-11,4380
284,Individual,Mongolia,Accounting,2017-11,11091
712,Company,Indonesia,Sales,2017-11,672
963,Company,China,Support,2017-11,19358
949,Individual,Russia,Accounting,2017-11,4312
659,Individual,Poland,Engineering,2017-11,5183
361,Company,Sri Lanka,Research and Development,2017-11,3697
535,Individual,Poland,Training,2017-11,14412
541,Company,Russia,Engineering,2017-11,6020
365,Individual,Ivory Coast,Support,2017-11,7463
847,Individual,Philippines,Research and Development,2017-11,313
954,Individual,Armenia,Accounting,2017-11,17019
923,Individual,Canada,Research and Development,2017-11,1274
434,Company,China,Sales,2017-11,2182
398,Company,Luxembourg,Product Management,2017-11,1435
370,Company,Finland,Training,2017-11,13165
237,Individual,Honduras,Services,2017-11,15825
137,Company,China,Accounting,2017-11,15754
136,Company,Colombia,Business Development,2017-11,4511
226,Individual,Portugal,Sales,2017-11,16225
189,Individual,Indonesia,Services,2017-11,11329
417,Company,Philippines,Engineering,2017-11,3672
894,Company,Cuba,Business Development,2017-11,9283
802,Company,Brazil,Business Development,2017-11,18035
26,Individual,China,Product Management,2017-11,2818
325,Individual,New Zealand,Training,2017-11,3471
626,Individual,Mexico,Engineering,2017-11,5507
767,Company,Philippines,Sales,2017-11,16296
588,Company,France,Product Management,2017-11,4199
532,Individual,China,Services,2017-11,18452
778,Individual,China,Human Resources,2017-11,3934
50,Company,Paraguay,Business Development,2017-11,15502
265,Company,Indonesia,Support,2017-11,1025
73,Company,Morocco,Product Management,2017-11,3631
534,Company,Russia,Services,2017-11,8056
831,Individual,Indonesia,Product Management,2017-11,4308
275,Company,Indonesia,Engineering,2017-11,1681
745,Individual,Philippines,Legal,2017-11,6065
974,Company,Sweden,Training,2017-11,5364
703,Individual,Indonesia,Accounting,2017-11,3998
616,Individual,Russia,Accounting,2017-11,2683
879,Company,China,Human Resources,2017-11,15474
515,Individual,Brazil,Legal,2017-11,13783
100,Individual,Croatia,Services,2017-11,6072
490,Individual,Sweden,Legal,2017-11,3288
852,Company,China,Product Management,2017-11,16047
828,Company,Nigeria,Services,2017-11,2503
945,Individual,Colombia,Marketing,2017-11,11797
200,Individual,Indonesia,Engineering,2017-11,19610
766,Individual,Dominican Republic,Human Resources,2017-11,8429
29,Individual,Russia,Training,2017-11,11878
416,Company,North Korea,Training,2017-11,7061
768,Company,Russia,Research and Development,2017-11,8741
498,Company,China,Marketing,2017-11,7034
855,Company,Poland,Legal,2017-11,15939
885,Company,Brazil,Training,2017-11,15465
72,Individual,Palestinian Territory,Product Management,2017-11,14948
857,Individual,Russia,Product Management,2017-11,5148
513,Company,Indonesia,Training,2017-11,16044
8,Individual,Brazil,Engineering,2017-11,7596
236,Individual,China,Services,2017-11,2649
779,Company,Niger,Product Management,2017-11,6623
938,Individual,Sweden,Engineering,2017-11,11153
971,Company,China,Product Management,2017-11,5967
613,Individual,Czech Republic,Sales,2017-11,12478
635,Individual,Czech Republic,Sales,2017-11,5423
961,Individual,China,Services,2017-11,8053
921,Company,China,Human Resources,2017-11,12007
329,Individual,Slovenia,Business Development,2017-11,10030
714,Individual,China,Sales,2017-11,13170
314,Individual,Argentina,Legal,2017-11,8472
540,Company,Indonesia,Marketing,2017-11,10316
662,Individual,Nigeria,Training,2017-11,1872
420,Individual,Indonesia,Services,2017-11,15552
44,Individual,Paraguay,Human Resources,2017-11,4946
590,Company,China,Human Resources,2017-11,13108
886,Company,Kazakhstan,Support,2017-11,10463
456,Individual,China,Research and Development,2017-11,11475
309,Company,Brazil,Training,2017-11,13414
491,Individual,Philippines,Product Management,2017-11,6855
905,Individual,Portugal,Marketing,2017-11,7421
286,Company,China,Training,2017-11,17712
56,Individual,Sweden,Business Development,2017-11,16615
706,Company,Portugal,Marketing,2017-11,16767
245,Company,Croatia,Engineering,2017-11,1578
599,Individual,Cyprus,Engineering,2017-11,7600
702,Company,Sweden,Marketing,2017-11,8647
925,Individual,Canada,Support,2017-11,10069
103,Individual,Pakistan,Engineering,2017-11,455
514,Individual,Somalia,Legal,2017-11,17975
546,Individual,Greece,Research and Development,2017-11,19711
297,Company,Bhutan,Sales,2017-11,16573
61,Company,Philippines,Marketing,2017-11,10672
182,Individual,Thailand,Business Development,2017-11,14473
288,Individual,Ethiopia,Services,2017-11,4562
402,Individual,France,Legal,2017-11,16710
147,Company,United States,Engineering,2017-11,15266
235,Company,Egypt,Marketing,2017-11,9454
227,Individual,Philippines,Human Resources,2017-11,9107
675,Company,France,Marketing,2017-11,9815
28,Company,Kiribati,Business Development,2017-11,8570
805,Company,China,Services,2017-11,4021
148,Company,Egypt,Training,2017-11,1524
707,Individual,Indonesia,Accounting,2017-11,3335
437,Company,China,Business Development,2017-11,13912
640,Company,Colombia,Support,2017-11,11853
970,Company,Argentina,Legal,2017-11,18442
739,Individual,Thailand,Marketing,2017-11,17941
269,Individual,Malaysia,Business Development,2017-11,9035
35,Individual,Republic of the Congo,Business Development,2017-11,5016
545,Individual,China,Sales,2017-11,19337
364,Individual,Mexico,Services,2017-11,5881
651,Company,Philippines,Support,2017-11,632
657,Company,Paraguay,Services,2017-11,7670
494,Company,Thailand,Engineering,2017-11,13172
875,Individual,China,Engineering,2017-11,5925
637,Company,Madagascar,Support,2017-11,1815
339,Individual,Russia,Human Resources,2017-11,12025
619,Individual,Russia,Business Development,2017-11,12978
369,Company,North Korea,Marketing,2017-11,1082
368,Company,Philippines,Training,2017-11,18972
618,Individual,Nicaragua,Human Resources,2017-11,17123
13,Individual,China,Human Resources,2017-11,15438
176,Individual,France,Support,2017-11,11196
742,Individual,China,Services,2017-11,14155
975,Individual,Argentina,Legal,2017-11,11247
593,Company,China,Services,2017-11,1078
937,Company,Brazil,Human Resources,2017-11,6471
946,Individual,Indonesia,Business Development,2017-11,11458
660,Individual,China,Marketing,2017-11,7190
587,Individual,China,Sales,2017-11,5952
228,Company,China,Business Development,2017-11,2617
433,Individual,Canada,Research and Development,2017-11,15905
891,Individual,Russia,Product Management,2017-11,9840
870,Individual,Tunisia,Marketing,2017-11,10835
457,Individual,Canada,Research and Development,2017-11,15987
33,Individual,China,Business Development,2017-11,2014
199,Company,China,Engineering,2017-11,9453
933,Company,Poland,Product Management,2017-11,19311
452,Individual,Indonesia,Sales,2017-11,19632
713,Company,Belarus,Human Resources,2017-11,10015
120,Company,Indonesia,Legal,2017-11,19485
1,Individual,Indonesia,Engineering,2017-11,6803
302,Company,Japan,Human Resources,2017-11,19588
884,Company,Peru,Research and Development,2017-11,5539
117,Individual,Ukraine,Training,2017-11,15886
592,Company,Philippines,Training,2017-11,15090
168,Individual,Russia,Legal,2017-11,14937
874,Individual,China,Research and Development,2017-11,12050
326,Company,Indonesia,Marketing,2017-11,12607
661,Company,China,Services,2017-11,5948
538,Individual,Russia,Training,2017-11,13889
183,Company,Indonesia,Product Management,2017-11,9802
741,Company,China,Services,2017-11,1501
427,Individual,Bosnia and Herzegovina,Engineering,2017-11,16695
617,Individual,Chile,Business Development,2017-11,12828
266,Individual,Portugal,Sales,2017-11,8588
68,Company,United States,Training,2017-11,13983
268,Company,Portugal,Accounting,2017-11,7347
487,Individual,Indonesia,Research and Development,2017-11,18889
278,Individual,Namibia,Marketing,2017-11,2326
138,Individual,Poland,Business Development,2017-11,6019
936,Individual,Argentina,Marketing,2017-11,5029
612,Individual,Argentina,Product Management,2017-11,15464
76,Company,Syria,Legal,2017-11,16961
841,Company,Peru,Accounting,2017-11,3802
436,Company,Portugal,Research and Development,2017-11,12065
322,Company,Uganda,Engineering,2017-11,14430
715,Individual,United States,Product Management,2017-11,12127
549,Company,Kyrgyzstan,Engineering,2017-11,2246
699,Company,United States,Marketing,2017-11,11508
401,Individual,Brazil,Support,2017-11,11487
415,Company,Kuwait,Accounting,2017-11,4660
426,Company,Russia,Marketing,2017-11,9516
856,Company,Sweden,Engineering,2017-11,8307
980,Company,Sweden,Business Development,2017-11,14633
324,Individual,Uganda,Services,2017-11,3987
5,Company,Guatemala,Sales,2017-11,13881
211,Company,Guatemala,Sales,2017-11,3732
530,Individual,China,Engineering,2017-11,2611
41,Company,Brazil,Marketing,2017-11,19538
453,Company,Madagascar,Human Resources,2017-11,2430
887,Individual,China,Marketing,2017-11,17808
289,Company,Ukraine,Legal,2017-11,5142
51,Company,Paraguay,Support,2017-11,10141
90,Company,Venezuela,Legal,2017-11,1497
710,Individual,Czech Republic,Human Resources,2017-11,14893
903,Individual,Indonesia,Research and Development,2017-11,1083
366,Individual,Japan,Support,2017-11,19476
537,Individual,United States,Research and Development,2017-11,13911
57,Company,Indonesia,Engineering,2017-11,13015
833,Individual,Burkina Faso,Sales,2017-11,5768
542,Individual,Afghanistan,Product Management,2017-11,2131
129,Individual,Vietnam,Engineering,2017-11,659
372,Individual,American Samoa,Sales,2017-11,17408
586,Company,China,Product Management,2017-11,8549
658,Company,Bolivia,Human Resources,2017-11,8356
738,Individual,Sweden,Product Management,2017-11,8637
711,Individual,Serbia,Support,2017-11,10039
777,Individual,Georgia,Training,2017-11,3130
466,Individual,Indonesia,Marketing,2017-11,4601
185,Company,Czech Republic,Research and Development,2017-11,19103
729,Individual,Norway,Product Management,2017-11,15419
826,Individual,Argentina,Research and Development,2017-11,528
139,Individual,United States,Sales,2017-11,3585
636,Company,Tanzania,Legal,2017-11,1089
30,Individual,China,Research and Development,2017-11,4637
218,Individual,China,Marketing,2017-11,13678
747,Company,Russia,Marketing,2017-11,7684
638,Company,Colombia,Support,2017-11,859
922,Individual,Honduras,Accounting,2017-11,13671
724,Individual,Luxembourg,Accounting,2017-11,3569
467,Individual,China,Human Resources,2017-11,9652
109,Individual,Portugal,Business Development,2017-11,3332
760,Company,Russia,Training,2017-11,5788
403,Individual,Vietnam,Product Management,2017-11,13371
496,Individual,Ukraine,Marketing,2017-11,19519
512,Company,Russia,Sales,2017-11,6380
166,Company,France,Product Management,2017-11,4276
108,Company,China,Legal,2017-11,11287
548,Individual,United States,Training,2017-11,11
924,Company,Armenia,Marketing,2017-11,8895
99,Individual,Ethiopia,Product Management,2017-11,16889
743,Individual,China,Business Development,2017-11,10266
704,Individual,Russia,Legal,2017-11,10008
111,Individual,Indonesia,Marketing,2017-11,2797
362,Company,Russia,Human Resources,2017-11,4515
252,Company,China,Human Resources,2017-11,6030
173,Individual,Poland,Marketing,2017-11,16716
123,Individual,Indonesia,Sales,2017-11,9966
536,Individual,Honduras,Human Resources,2017-11,8361
803,Individual,Brazil,Business Development,2017-11,18739
263,Company,United States,Engineering,2017-11,8452
799,Company,Sweden,Engineering,2017-11,17830
131,Company,China,Product Management,2017-11,15677
844,Individual,Ukraine,Support,2017-11,10589
595,Company,Portugal,Legal,2017-11,8044
195,Company,United States,Product Management,2017-11,2045
497,Company,Bolivia,Business Development,2017-11,17978
940,Company,Indonesia,Services,2017-11,16765
499,Individual,French Guiana,Legal,2017-11,15040
896,Company,Philippines,Accounting,2017-11,11501
700,Company,Peru,Marketing,2017-11,2454
419,Individual,Indonesia,Business Development,2017-11,9281
854,Individual,China,Research and Development,2017-11,19362
18,Individual,Ecuador,Engineering,2017-11,16020
197,Company,Morocco,Product Management,2017-11,13202
783,Company,Ukraine,Accounting,2017-11,9666
853,Individual,Russia,Support,2017-11,10905
614,Individual,United States,Product Management,2017-11,19086
594,Individual,Germany,Engineering,2017-11,13884
531,Company,Portugal,Legal,2017-11,4182
920,Individual,Ethiopia,Business Development,2017-11,1117
149,Individual,Portugal,Human Resources,2017-11,16098
611,Individual,Uzbekistan,Engineering,2017-11,1875
589,Company,Philippines,Research and Development,2017-11,16048
98,Company,Thailand,Business Development,2017-11,14007
493,Individual,Spain,Business Development,2017-11,14738
97,Company,China,Engineering,2017-11,17061
348,Company,Sweden,Services,2017-11,4714
834,Company,Libya,Services,2017-11,16840
347,Company,Latvia,Support,2017-11,19680
340,Individual,China,Support,2017-11,3584
709,Company,Lebanon,Business Development,2017-11,18199
932,Company,Mongolia,Training,2017-11,13629
317,Company,Philippines,Accounting,2017-11,16661
163,Individual,Uruguay,Sales,2017-11,12488
830,Company,Costa Rica,Support,2017-11,3084
174,Company,Croatia,Services,2017-11,7953
311,Individual,France,Marketing,2017-11,14866
451,Individual,Philippines,Product Management,2017-11,17861
142,Individual,China,Services,2017-11,3759
543,Company,United States,Marketing,2017-11,7830
360,Company,China,Services,2017-11,7701
397,Company,Kazakhstan,Business Development,2017-11,13037
615,Individual,China,Services,2017-11,12302
859,Individual,Nigeria,Product Management,2017-11,14658
399,Individual,Yemen,Engineering,2017-11,13592
639,Individual,Finland,Legal,2017-11,5796
876,Company,Cape Verde,Services,2017-11,5253
248,Company,Philippines,Marketing,2017-11,4237
367,Company,Russia,Services,2017-11,9737
705,Company,Indonesia,Training,2017-11,6492
285,Company,Colombia,Engineering,2017-11,19828
731,Individual,Indonesia,Support,2017-11,16610
832,Individual,Peru,Support,2017-11,17812
698,Company,Indonesia,Sales,2017-11,6631
271,Company,Indonesia,Training,2017-11,14524
125,Company,Brazil,Legal,2017-11,4257
49,Company,China,Sales,2017-11,613
791,Company,Vietnam,Marketing,2017-11,13337
988,Individual,Albania,Services,2017-11,1273
486,Individual,China,Services,2017-11,8968
589,Company,Philippines,Research and Development,2017-12,17097
762,Company,France,Accounting,2017-12,722
294,Individual,China,Legal,2017-12,4449
232,Company,Brazil,Human Resources,2017-12,3513
474,Company,Azerbaijan,Research and Development,2017-12,8789
899,Individual,Mexico,Human Resources,2017-12,10999
17,Company,France,Services,2017-12,5146
339,Individual,Russia,Human Resources,2017-12,8867
931,Individual,Bosnia and Herzegovina,Research and Development,2017-12,14957
35,Individual,Republic of the Congo,Business Development,2017-12,16007
332,Company,Pakistan,Support,2017-12,10757
366,Individual,Japan,Support,2017-12,19788
881,Individual,Costa Rica,Training,2017-12,9511
278,Individual,Namibia,Marketing,2017-12,11563
839,Individual,Russia,Services,2017-12,4449
344,Company,Sweden,Engineering,2017-12,9627
796,Company,Venezuela,Training,2017-12,5730
45,Individual,Colombia,Accounting,2017-12,8139
405,Individual,Russia,Services,2017-12,10443
207,Individual,China,Support,2017-12,1396
50,Company,Paraguay,Business Development,2017-12,19855
236,Individual,China,Services,2017-12,3217
64,Individual,France,Business Development,2017-12,4675
991,Company,Poland,Marketing,2017-12,12178
534,Company,Russia,Services,2017-12,1363
498,Company,China,Marketing,2017-12,11110
705,Company,Indonesia,Training,2017-12,13576
879,Company,China,Human Resources,2017-12,10864
276,Company,Poland,Sales,2017-12,17599
953,Company,Vietnam,Business Development,2017-12,10382
933,Company,Poland,Product Management,2017-12,11979
735,Individual,China,Training,2017-12,9872
563,Individual,China,Sales,2017-12,17538
779,Company,Niger,Product Management,2017-12,224
774,Individual,Albania,Accounting,2017-12,16420
975,Individual,Argentina,Legal,2017-12,13287
117,Individual,Ukraine,Training,2017-12,11633
329,Individual,Slovenia,Business Development,2017-12,14264
648,Individual,Russia,Marketing,2017-12,2336
411,Individual,Poland,Product Management,2017-12,19834
937,Company,Brazil,Human Resources,2017-12,17112
834,Company,Libya,Services,2017-12,12249
221,Company,Argentina,Human Resources,2017-12,1497
256,Company,Indonesia,Research and Development,2017-12,8110
393,Company,China,Marketing,2017-12,8037
844,Individual,Ukraine,Support,2017-12,17977
637,Company,Madagascar,Support,2017-12,10254
618,Individual,Nicaragua,Human Resources,2017-12,5438
223,Individual,Portugal,Human Resources,2017-12,2269
123,Individual,Indonesia,Sales,2017-12,301
175,Company,Indonesia,Training,2017-12,10825
67,Individual,Brazil,Engineering,2017-12,17782
615,Individual,China,Services,2017-12,8171
506,Individual,Indonesia,Business Development,2017-12,11917
78,Individual,Greece,Legal,2017-12,15659
281,Company,Brazil,Business Development,2017-12,14561
830,Company,Costa Rica,Support,2017-12,12940
670,Individual,Brazil,Sales,2017-12,4404
564,Individual,Russia,Marketing,2017-12,8118
842,Individual,Djibouti,Sales,2017-12,19652
315,Company,Colombia,Legal,2017-12,10747
310,Company,Indonesia,Product Management,2017-12,9144
435,Individual,China,Product Management,2017-12,10293
313,Company,Russia,Legal,2017-12,8542
647,Company,Indonesia,Business Development,2017-12,10055
524,Company,China,Sales,2017-12,6459
846,Company,France,Research and Development,2017-12,19623
322,Company,Uganda,Engineering,2017-12,7044
303,Individual,Tanzania,Marketing,2017-12,17945
565,Individual,Portugal,Services,2017-12,10950
949,Individual,Russia,Accounting,2017-12,4273
462,Company,Indonesia,Accounting,2017-12,18042
914,Company,Finland,Training,2017-12,14726
388,Individual,Serbia,Research and Development,2017-12,1085
660,Individual,China,Marketing,2017-12,3512
804,Company,China,Human Resources,2017-12,9804
430,Company,Portugal,Services,2017-12,18198
42,Individual,Poland,Marketing,2017-12,18336
743,Individual,China,Business Development,2017-12,18998
252,Company,China,Human Resources,2017-12,10493
541,Company,Russia,Engineering,2017-12,15084
865,Individual,Japan,Training,2017-12,11322
381,Company,Philippines,Research and Development,2017-12,8393
818,Individual,Portugal,Human Resources,2017-12,8352
133,Company,Brazil,Sales,2017-12,2113
365,Individual,Ivory Coast,Support,2017-12,7638
754,Individual,Brazil,Sales,2017-12,2670
510,Individual,Portugal,Support,2017-12,9449
493,Individual,Spain,Business Development,2017-12,14424
193,Individual,China,Product Management,2017-12,4087
813,Company,Serbia,Human Resources,2017-12,3823
47,Company,United States,Training,2017-12,19363
685,Individual,Ukraine,Support,2017-12,5849
95,Individual,Sri Lanka,Services,2017-12,4513
465,Individual,Greece,Product Management,2017-12,17103
982,Company,Poland,Research and Development,2017-12,2424
475,Company,Portugal,Accounting,2017-12,15581
597,Individual,South Africa,Accounting,2017-12,10583
629,Company,France,Training,2017-12,19046
160,Company,Canada,Sales,2017-12,14876
925,Individual,Canada,Support,2017-12,4684
677,Individual,Dominican Republic,Human Resources,2017-12,18807
638,Company,Colombia,Support,2017-12,5641
208,Individual,China,Sales,2017-12,17943
5,Company,Guatemala,Sales,2017-12,11867
809,Company,Philippines,Services,2017-12,9028
60,Individual,Philippines,Research and Development,2017-12,12968
706,Company,Portugal,Marketing,2017-12,19851
476,Company,China,Research and Development,2017-12,2529
293,Company,South Africa,Legal,2017-12,8025
983,Individual,China,Marketing,2017-12,2528
382,Company,El Salvador,Human Resources,2017-12,697
392,Company,Brazil,Research and Development,2017-12,14609
849,Company,Portugal,Legal,2017-12,178
604,Individual,Sweden,Human Resources,2017-12,1949
686,Individual,Indonesia,Human Resources,2017-12,14412
153,Company,Poland,Research and Development,2017-12,3750
273,Company,China,Engineering,2017-12,19931
787,Company,Japan,Research and Development,2017-12,12686
354,Company,Ukraine,Research and Development,2017-12,15738
137,Company,China,Accounting,2017-12,16535
968,Individual,Thailand,Services,2017-12,10462
52,Individual,Moldova,Legal,2017-12,10638
799,Company,Sweden,Engineering,2017-12,4721
964,Individual,Brazil,Training,2017-12,10729
113,Individual,Portugal,Product Management,2017-12,4666
68,Company,United States,Training,2017-12,5887
183,Company,Indonesia,Product Management,2017-12,1517
713,Company,Belarus,Human Resources,2017-12,534
196,Individual,China,Human Resources,2017-12,13837
895,Individual,Brazil,Human Resources,2017-12,11684
903,Individual,Indonesia,Research and Development,2017-12,3206
684,Individual,Mexico,Training,2017-12,10936
720,Company,China,Research and Development,2017-12,10687
770,Individual,China,Product Management,2017-12,4628
444,Company,Bolivia,Marketing,2017-12,9431
947,Individual,China,Engineering,2017-12,10896
593,Company,China,Services,2017-12,5752
658,Company,Bolivia,Human Resources,2017-12,9819
122,Individual,Indonesia,Services,2017-12,9965
257,Company,Guatemala,Business Development,2017-12,11661
724,Individual,Luxembourg,Accounting,2017-12,8014
328,Individual,Indonesia,Business Development,2017-12,9852
468,Company,Sweden,Marketing,2017-12,4023
961,Individual,China,Services,2017-12,5210
271,Company,Indonesia,Training,2017-12,16417
768,Company,Russia,Research and Development,2017-12,7731
464,Individual,Portugal,Marketing,2017-12,14437
579,Company,France,Marketing,2017-12,13497
